lecture_id,questions,answer,source_sentence,entity,,,
67,What is impedance?,Total opposition to AC.,Impedance is the total opposition a circuit presents to an alternating current.,MISC,,,
67,What is reactance?,The imaginary component of impedance.,Reactance is the imaginary component of impedance.,MISC,,,
67,What type of impedance does a series RLC circuit combine?,"R, XL, and XC.","In a series RLC circuit, impedance combines resistance, inductive reactance, and capacitive reactance.",MISC,,,
67,How is total impedance computed in a parallel AC circuit?,From reciprocal sums.,"In a parallel AC circuit, total impedance is computed from reciprocal sums.",MISC,,,
68,What is the form of energy created by moving electrons?,Electricity,A form of energy that is created from the movement of electrons of atoms.,MISC,,,
68,When is energy created in atoms?,When electrons move from one atom to the next,"When the electrons move from one atom to the next, energy is created.",DATE (temporal),,,
68,What are the fundamental particles composing atoms?,"Protons, neutrons, and electrons","All matter is composed of atoms which are made up of fundamental subatomic particle called protons, neutrons, and electrons.",MISC,,,
68,What revolves around the nucleus in definite orbits?,Electrons,Each atom represents a sort of microscopic solar system in which the nucleus contains protons and around which the electrons revolve in definite orbits.,MISC,,,
68,Which electrons have less energy?,Electrons near the nucleus,Electrons near the nucleus have less energy than those in more distant orbits.,MISC,,,
68,What corresponds to energy levels in an atom?,Shells with fixed maximum electrons,Energy levels orbit from the nucleus corresponds to a certain energy level orbits are grouped into shells (energy band) each shell has a fixed maximum number of electrons,MISC,,,
68,What is the outermost electron shell called?,Valence shell,the outermost shells known as the valence shell and electrons in this shell are called VALENCE ELECTRONS,MISC,,,
68,How are solid materials classified based on electrical properties?,"Conductors, insulators, semiconductors","Solid materials may be classified as conductors, insulators, and semiconductors",MISC,,,
68,What determines conductivity classification?,Number of valence electrons,Classification depends upon the number of valence electrons,MISC,,,
68,What materials easily conduct electric current?,"Copper, silver, gold, aluminum","Conductor: material that easily conducts electric current. Valence electron < 4 ex. Copper, silver, gold and aluminum",MISC,,,
68,How many valence electrons do conductors have?,Fewer than 4,"Conductor: material that easily conducts electric current. Valence electron < 4 ex. Copper, silver, gold and aluminum",QUANTITY,,,
68,What materials do not conduct electrical current?,Phosphorus,Insulators: material that does not conduct electrical current under normal conditions. valence electron > 4 ex. Phosphorus,MISC,,,
68,How many valence electrons do insulators have?,More than 4,Insulators: material that does not conduct electrical current under normal conditions. valence electron > 4 ex. Phosphorus,QUANTITY,,,
68,What are examples of semiconductor materials?,"Germanium, silicon, carbon","Semiconductor: material that is between conductors and insulators in its ability to conduct electrical current valence electron = 4 ex. Germanium, silicon and carbon",MISC,,,
68,How many valence electrons do semiconductors have?,Four,"Semiconductor: material that is between conductors and insulators in its ability to conduct electrical current valence electron = 4 ex. Germanium, silicon and carbon",QUANTITY,,,
69,What is electromotive force also known as?,Electric pressure,Electromotive force is also known as electric pressure.,MISC,,,
69,What is voltage commonly called?,Voltage,It is commonly called voltage.,MISC,,,
69,What occurs when emf is applied to the ends of a conductor?,A potential difference exists between the ends.,When an emf is applied to the ends of a conductor it is proper to refer to the existence of a potential difference between such ends.,MISC,,,
69,What are methods used to develop an emf?,Several methods are employed to develop an emf.,Several methods are employed to develop an emf.,MISC,,,
69,What is one fundamental relationship in circuit theory?,"The relationship between voltage, current, and resistance.","One of the fundamental relationships of circuit theory is that between voltage, current, and resistance.",MISC,,,
69,"Who investigated the relationship between voltage, current, and resistance?",Georg Simon Ohm,This relationship and the properties of resistance were investigated by the German physicist Georg Simon Ohm.,PERSON,,,
69,What did Ohm find current depends on?,Both voltage and resistance,Ohm found that current depended on both voltage and resistance.,MISC,,,
69,What did Ohm show about current?,That it is inversely proportional to resistance.,He defined the resistance of a wire and showed that current was inversely proportional to this resistance.,MISC,,,
69,What does the resistance of a material depend on?,Several factors,The resistance of a material depends upon several factors.,MISC,,,
69,How does the length of a metallic conductor affect resistance?,It is directly proportional to resistance.,The resistance of a metallic conductor is directly proportional to its length.,MISC,,,
69,How does cross-sectional area affect resistance?,It is inversely proportional to resistance.,The resistance of a metallic conductor is inversely proportional to its cross-sectional area.,MISC,,,
70,What is the direction of electron flow in direct current?,Electrons move steadily in one direction or forward.,Direct current electrons move steadily in one direction or forward.,MISC,,,
70,Why can DC voltage not travel very far?,Because it begins to lose energy over long distances.,The voltage of DC cannot travel very far until it begins to lose energy.,MISC,,,
70,What is the magnitude characteristic of direct current?,It is a current of constant magnitude.,It is the current of constant magnitude.,MISC,,,
70,How do electrons move in alternating current?,They keep switching directions forward and backward.,Alternating current electrons keep switching directions forward and backward.,MISC,,,
